date,temperature,temperature_normal,min_temperature,min_temperature_normal,min_temperature_record,max_temperature,max_temperature_normal,max_temperature_record,precip,precipnormal,preciprecord
19900716,77,None,70,None,56,84,None,104,0.0,None,0.81
19900717,78,None,70,None,56,86,None,102,0.0,None,2.79
19900718,80,None,71,None,55,88,None,103,0.0,None,2.47
19900719,81,None,73,None,56,89,None,102,0.0,None,1.51
19900720,80,None,72,None,53,89,None,106,0.0,None,1.45
19900721,82,None,73,None,56,91,None,104,0.39,None,4.0
19900722,80,None,72,None,53,87,None,103,0.0,None,4.35
19900723,82,None,75,None,56,90,None,102,0.03,None,2.6
19900724,76,None,69,None,57,84,None,101,0.0,None,2.2
19900725,78,None,69,None,58,88,None,100,0.0,None,3.27
19900726,80,None,72,None,54,89,None,103,0.0,None,3.25
19900727,78,None,73,None,55,84,None,100,0.0,None,2.32
19900728,78,None,72,None,56,84,None,100,0.0,None,3.31
19900729,77,None,72,None,58,82,None,104,0.05,None,2.34
19900730,78,None,72,None,56,84,None,99,0.0,None,4.25
19900731,82,None,73,None,52,88,None,103,0.0,None,3.18
19900801,74,None,64,None,54,84,None,100,0.0,None,2.84
19900802,76,None,66,None,55,87,None,100,0.0,None,6.14
19900803,77,None,66,None,56,88,None,101,0.0,None,1.62
19900804,79,None,68,None,54,90,None,102,0.0,None,1.33
19900805,78,None,73,None,54,84,None,102,0.11,None,2.15
19900806,76,None,72,None,53,81,None,106,0.59,None,2.59
19900807,76,None,71,None,58,82,None,104,0.0,None,1.85
19900808,76,None,66,None,54,86,None,102,0.0,None,4.03
19900809,70,None,68,None,57,73,None,102,1.81,None,2.71
19900810,72,None,66,None,55,77,None,98,0.62,None,1.64
19900811,77,None,70,None,56,84,None,101,0.0,None,5.97
19900812,78,None,69,None,55,87,None,99,0.0,None,5.44
19900813,82,None,73,None,55,91,None,101,1.03,None,1.73
19900814,78,None,71,None,55,84,None,100,0.0,None,2.52
19900815,77,None,70,None,51,84,None,103,0.0,None,1.16
19900816,78,None,73,None,54,84,None,102,0.0,None,1.97
19900817,80,None,72,None,51,88,None,105,0.0,None,2.39
19900818,79,None,71,None,54,87,None,98,0.0,None,1.67
19900819,82,None,75,None,53,89,None,98,0.0,None,3.74
19900820,68,None,64,None,50,72,None,101,0.56,None,4.83
19900821,67,None,63,None,53,71,None,100,0.01,None,2.46
19900822,68,None,66,None,51,70,None,99,0.35,None,1.41
19900823,69,None,66,None,52,72,None,98,0.14,None,6.39
19900824,75,None,70,None,49,80,None,98,0.0,None,3.47
19900825,78,None,72,None,54,84,None,97,0.02,None,3.92
19900826,81,None,72,None,51,90,None,97,0.0,None,2.03
19900827,81,None,72,None,51,90,None,100,0.0,None,3.79
19900828,83,None,75,None,50,91,None,99,0.0,None,3.09
19900829,81,None,73,None,49,89,None,98,0.03,None,2.84
19900830,75,None,66,None,50,84,None,99,0.0,None,2.01
19900831,73,None,64,None,49,82,None,100,0.0,None,1.98
19900901,74,None,66,None,50,82,None,99,0.0,None,2.82
19900902,79,None,69,None,50,89,None,101,0.0,None,5.16
19900903,77,None,72,None,48,82,None,98,0.0,None,1.67
19900904,73,None,66,None,49,80,None,95,0.0,None,4.49
19900905,72,None,63,None,50,81,None,97,0.0,None,4.45
19900906,80,None,71,None,47,89,None,98,0.0,None,3.5
19900907,82,None,73,None,46,91,None,104,0.0,None,3.78
19900908,72,None,66,None,52,75,None,100,0.0,None,2.93
19900909,68,None,64,None,48,73,None,98,0.0,None,1.59
19900910,78,None,71,None,44,86,None,98,0.0,None,2.79
19900911,76,None,66,None,40,87,None,98,0.0,None,1.85
19900912,78,None,70,None,41,86,None,96,0.0,None,4.02
19900913,72,None,70,None,44,75,None,94,0.14,None,2.51
19900914,72,None,68,None,46,77,None,95,0.0,None,4.07
19900915,74,None,66,None,43,80,None,97,0.01,None,2.52
19900916,66,None,57,None,44,75,None,96,0.42,None,4.76
19900917,58,None,53,None,44,64,None,96,0.0,None,3.26
19900918,56,None,46,None,45,66,None,91,0.0,None,2.28
19900919,60,None,55,None,44,66,None,96,0.01,None,1.23
19900920,69,None,63,None,41,75,None,94,0.0,None,1.43
19900921,63,None,55,None,41,71,None,96,0.0,None,2.18
19900922,69,None,63,None,39,75,None,98,0.17,None,1.53
19900923,60,None,54,None,36,66,None,98,0.0,None,2.4
19900924,57,None,48,None,39,66,None,99,0.0,None,1.98
19900925,60,None,48,None,39,72,None,95,0.0,None,3.46
19900926,62,None,55,None,38,70,None,96,0.06,None,2.25
19900927,66,None,54,None,40,78,None,95,0.0,None,3.17
19900928,68,None,57,None,42,78,None,91,0.0,None,2.46
19900929,70,None,63,None,40,78,None,93,0.0,None,2.68
19900930,72,None,63,None,38,81,None,91,0.06,None,4.66
19901001,62,None,53,None,36,72,None,93,0.0,None,2.27
19901002,64,None,54,None,33,73,None,89,0.0,None,1.74
19901003,60,None,48,None,35,73,None,92,0.0,None,1.92
19901004,70,None,57,None,34,78,None,94,0.11,None,3.98
19901005,65,None,51,None,37,79,None,96,0.0,None,2.53
19901006,68,None,55,None,35,82,None,93,0.0,None,1.47
19901007,70,None,57,None,34,84,None,95,0.0,None,3.63
19901008,73,None,64,None,36,82,None,91,0.0,None,3.67
19901009,78,None,71,None,34,86,None,94,0.0,None,1.02
19901010,76,None,69,None,30,84,None,92,0.08,None,2.15
19901011,72,None,64,None,33,79,None,90,0.04,None,2.76
19901012,72,None,64,None,31,80,None,89,0.03,None,1.53
19901013,76,None,72,None,31,81,None,89,0.03,None,1.82
19901014,74,None,68,None,32,79,None,87,0.0,None,3.36
19901015,70,None,61,None,32,79,None,87,0.0,None,2.59
19901016,61,None,51,None,30,71,None,89,0.0,None,1.38
19901017,64,None,52,None,33,75,None,86,0.0,None,2.52
19901018,64,None,52,None,34,73,None,85,1.67,None,1.67
19901019,52,None,48,None,30,57,None,88,0.0,None,2.73
19901020,50,None,39,None,31,62,None,86,0.0,None,2.97
19901021,56,None,46,None,30,66,None,85,0.0,None,2.02
19901022,64,None,57,None,29,71,None,84,0.07,None,1.54
19901023,64,None,61,None,33,68,None,85,1.21,None,3.31
19901024,60,None,53,None,29,66,None,84,0.0,None,2.01
19901025,56,None,48,None,31,63,None,80,0.0,None,3.12
19901026,49,None,42,None,28,55,None,82,0.0,None,2.65
19901027,45,None,35,None,30,55,None,83,0.0,None,1.75
19901028,54,None,45,None,27,62,None,87,0.0,None,2.03
19901029,48,None,41,None,30,55,None,82,0.0,None,3.85
19901030,48,None,36,None,26,61,None,82,0.0,None,1.02
19901031,58,None,46,None,26,71,None,85,0.0,None,1.3
19901101,62,None,48,None,27,75,None,86,0.0,None,1.79
19901102,62,None,50,None,28,75,None,85,0.0,None,0.99
19901103,65,None,51,None,29,79,None,83,0.0,None,0.93
19901104,63,None,51,None,26,75,None,84,0.0,None,2.3
19901105,62,None,51,None,20,72,None,81,0.0,None,1.44
19901106,57,None,46,None,26,66,None,80,0.06,None,2.58
19901107,46,None,37,None,27,54,None,77,0.0,None,2.0
19901108,46,None,39,None,27,50,None,81,0.0,None,2.95
19901109,44,None,36,None,26,53,None,79,0.04,None,1.4
19901110,50,None,46,None,27,55,None,76,1.77,None,1.77
19901111,50,None,44,None,26,55,None,78,0.0,None,1.46
19901112,47,None,39,None,24,53,None,77,0.0,None,2.06
19901113,42,None,35,None,22,50,None,80,0.0,None,1.76
19901114,44,None,36,None,19,52,None,77,0.0,None,1.56
19901115,51,None,36,None,20,66,None,83,0.0,None,1.9
19901116,56,None,41,None,19,70,None,76,0.0,None,2.17
19901117,50,None,43,None,17,57,None,77,0.14,None,2.04
19901118,41,None,34,None,21,48,None,80,0.0,None,0.9
19901119,42,None,30,None,18,54,None,77,0.0,None,1.47
19901120,48,None,41,None,20,55,None,79,0.0,None,1.83
19901121,46,None,36,None,18,55,None,79,0.0,None,2.52
19901122,49,None,37,None,12,61,None,77,0.0,None,1.23
19901123,58,None,48,None,12,68,None,75,0.11,None,1.52
19901124,52,None,43,None,13,60,None,74,0.0,None,2.83
19901125,62,None,50,None,18,73,None,79,0.0,None,1.78
19901126,57,None,46,None,17,68,None,74,0.0,None,1.52
19901127,57,None,50,None,14,64,None,75,0.0,None,1.82
19901128,62,None,55,None,15,70,None,74,0.01,None,2.26
19901129,52,None,37,None,14,66,None,73,0.01,None,1.55
19901130,40,None,34,None,11,46,None,75,0.0,None,1.15
19901201,44,None,33,None,14,55,None,75,0.0,None,1.9
19901202,48,None,39,None,15,57,None,73,0.0,None,1.34
19901203,51,None,43,None,15,59,None,71,0.48,None,1.83
19901204,50,None,34,None,15,64,None,76,0.32,None,1.73
19901205,36,None,32,None,14,41,None,75,0.0,None,1.72
19901206,40,None,30,None,11,51,None,78,0.0,None,1.47
19901207,42,None,37,None,10,48,None,79,0.0,None,3.1
19901208,45,None,39,None,8,51,None,74,0.0,None,1.35
19901209,43,None,34,None,4,52,None,71,0.0,None,1.29
19901210,48,None,37,None,4,60,None,67,0.0,None,2.23
19901211,40,None,34,None,12,45,None,68,0.0,None,1.66
19901212,44,None,33,None,13,55,None,71,0.0,None,1.36
19901213,56,None,45,None,11,66,None,71,0.0,None,2.43
19901214,38,None,32,None,6,44,None,70,0.0,None,1.89
19901215,40,None,35,None,6,46,None,71,0.7,None,2.55
19901216,44,None,39,None,10,50,None,74,0.0,None,1.19
19901217,41,None,37,None,10,45,None,64,0.06,None,2.43
19901218,56,None,43,None,10,68,None,74,0.18,None,2.81
19901219,48,None,39,None,6,54,None,74,0.01,None,1.34
19901220,41,None,36,None,5,46,None,66,0.0,None,1.56
19901221,46,None,43,None,4,48,None,72,0.44,None,1.38
19901222,54,None,46,None,3,63,None,72,0.01,None,1.68
19901223,64,None,57,None,7,70,None,71,0.2,None,1.67
19901224,46,None,27,None,5,64,None,71,0.67,None,2.36
19901225,26,None,19,None,3,33,None,72,0.0,None,1.41
19901226,32,None,26,None,4,39,None,72,0.0,None,1.42
19901227,29,None,26,None,2,32,None,72,0.38,None,1.16
19901228,32,None,31,None,10,34,None,75,0.55,None,1.38
19901229,40,None,33,None,2,50,None,75,0.0,None,2.57
19901230,60,None,51,None,-7,69,None,70,0.3,None,1.81
19901231,47,None,31,None,-13,62,None,70,0.01,None,1.68
19910101,35,None,28,None,-14,42,None,69,0.0,None,1.52
19910102,38,None,27,None,-1,50,None,71,0.0,None,1.44
19910103,40,None,33,None,-3,46,None,68,0.0,None,1.87
19910104,34,None,28,None,-3,39,None,73,0.0,None,2.28
19910105,35,None,27,None,-3,43,None,71,0.0,None,1.44
19910106,42,None,39,None,2,46,None,73,0.06,None,1.35
19910107,36,None,30,None,5,41,None,76,0.51,None,1.33
19910108,27,None,22,None,0,32,None,73,0.07,None,2.21
19910109,36,None,33,None,4,39,None,76,0.02,None,1.87
19910110,42,None,37,None,-3,46,None,70,0.0,None,0.81
19910111,35,None,31,None,2,39,None,75,1.57,None,1.72
19910112,38,None,35,None,3,42,None,76,0.08,None,2.77
19910113,38,None,32,None,-8,42,None,75,0.0,None,1.26
